full_name,age,gender,party,constituency,election_year,result,votes_received,total_votes,vote_percentage,winning_margin,education,profession,total_assets,total_liabilities,criminal_cases_count,affidavit_link,source_url,scraped_timestamp
CHAKRAPANI M,67,Male,AIADMK,VANUR (SC) (VILLUPPURAM),tamilnadu2021,Won,0,0,0.0,0,,House Wife And Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=137,2026-02-22 12:59:35.669411
"SADHAN THIRUMALAIKUMAR, DOCTOR.T",68,Male,DMK,VASUDEVANALLUR (SC) (TENKASI),tamilnadu2021,Won,0,0,0.0,0,,Doctor,0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1613,2026-02-22 12:59:39.220089
GANDHIRAJAN S,70,Male,DMK,VEDASANDUR (DINDIGUL),tamilnadu2021,Won,0,0,0.0,0,,Teacher (Retired),0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2099,2026-02-22 12:59:42.446435
O.S.MANIAN,66,Male,AIADMK,VEDHARANYAM (NAGAPATTINAM),tamilnadu2021,Won,0,0,0.0,0,,N/A,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=136,2026-02-22 12:59:45.674298
RAJAMUTHU M,52,Male,AIADMK,VEERAPANDI (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Business,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2100,2026-02-22 12:59:48.892033
JMH.AASSAN MAULAANA,36,Male,INC,VELACHERY (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,Employed,0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1726,2026-02-22 12:59:52.169105
KARTHIKEYAN .P,59,Male,DMK,VELLORE (VELLORE),tamilnadu2021,Won,0,0,0.0,0,,Partner of Baby Residency,0,0,4,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=752,2026-02-22 12:59:55.742501
K.P.MUNUSAMY,68,Male,AIADMK,VEPPANAHALLI (KRISHNAGIRI),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=129,2026-02-22 12:59:58.960777
PUGAZHENTHI N,66,Male,DMK,VIKRAVANDI (VILLUPPURAM),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,4,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=327,2026-02-22 13:00:02.260221
MARKANDAYAN V,44,Male,DMK,VILATHIKULAM (THOOTHUKUDI),tamilnadu2021,Won,0,0,0.0,0,,Lawyer,0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=754,2026-02-22 13:00:05.831353
VIJAYADHARANI S,51,Male,INC,VILAVANCODE (KANNIYAKUMARI),tamilnadu2021,Won,0,0,0.0,0,,No,0,0,8,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2106,2026-02-22 13:00:09.080164
A . VETRIAZHAGAN,42,Male,DMK,VILLIVAKKAM (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,Not Applicable,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=1783,2026-02-22 13:00:12.657984
LAKSHMANAN R,49,Male,DMK,VILLUPURAM (VILLUPPURAM),tamilnadu2021,Won,0,0,0.0,0,,Private Tuition,0,0,2,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=315,2026-02-22 13:00:16.205373
VIJAYA BASKER C,47,Male,AIADMK,VIRALIMALAI (PUDUKKOTTAI),tamilnadu2021,Won,0,0,0.0,0,,"Prop.Of V Infrastructure, Rasi Enterprises & Anya Enterprises",0,0,1,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2109,2026-02-22 13:00:19.775503
SEENIVASAN A.R.R,64,Male,DMK,VIRUDHUNAGAR (VIRUDHUNAGAR),tamilnadu2021,Won,0,0,0.0,0,,Housewife,0,0,3,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=314,2026-02-22 13:00:23.044791
AMV.PRABHAKARA RAJA,32,Male,DMK,VIRUGAMPAKKAM (CHENNAI),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,6,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2112,2026-02-22 13:00:26.275700
RADHAKRISHNAN,53,Male,INC,VRIDHACHALAM (CUDDALORE),tamilnadu2021,Won,0,0,0.0,0,,House Wife,0,0,5,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=2115,2026-02-22 13:00:29.533691
G. CHITRA,40,Male,AIADMK,YERCAUD (ST) (SALEM),tamilnadu2021,Won,0,0,0.0,0,,Agriculture,0,0,0,,https://www.myneta.info/tamilnadu2021/candidate.php?candidate_id=310,2026-02-22 13:00:32.764654
